Sample 1
3/1/2023 3:44 PM
Wavelength (nm)	10mm Absorbance
523.0	0.365
523.5	0.331
524.0	0.325
524.5	0.310
525.0	0.279
525.5	0.280
526.0	0.315
526.5	0.349
527.0	0.345
527.5	0.336
528.0	0.300
528.5	0.242
529.0	0.209
529.5	0.175
530.0	0.158
530.5	0.210
531.0	0.227
531.5	0.243
532.0	0.227
532.5	0.220
533.0	0.197
533.5	0.186
534.0	0.196
534.5	0.205
535.0	0.194
535.5	0.199
536.0	0.210
536.5	0.211
537.0	0.190
537.5	0.189
538.0	0.195
538.5	0.230
539.0	0.242
539.5	0.229
540.0	0.188
540.5	0.179
541.0	0.208
541.5	0.205
542.0	0.206
542.5	0.221
543.0	0.258
543.5	0.289
544.0	0.309
544.5	0.284
545.0	0.258
545.5	0.236
546.0	0.251
546.5	0.275
547.0	0.274
547.5	0.271
548.0	0.286
548.5	0.281
549.0	0.305
549.5	0.303
550.0	0.286
550.5	0.304
551.0	0.285
551.5	0.281
552.0	0.244
552.5	0.209
553.0	0.179
553.5	0.163
554.0	0.179
554.5	0.207
555.0	0.236
555.5	0.251
556.0	0.230
556.5	0.202
557.0	0.205
557.5	0.187
558.0	0.189
558.5	0.185
559.0	0.183
559.5	0.206
560.0	0.218
560.5	0.191
561.0	0.184
561.5	0.188
562.0	0.230
562.5	0.235
563.0	0.268
563.5	0.254
564.0	0.224
564.5	0.218
565.0	0.209
565.5	0.176
566.0	0.168
566.5	0.151
567.0	0.140
567.5	0.127
568.0	0.142
568.5	0.147
569.0	0.151
569.5	0.158
570.0	0.210
570.5	0.239
571.0	0.241
571.5	0.205
572.0	0.190
572.5	0.178
573.0	0.188
573.5	0.205
574.0	0.194
574.5	0.203
575.0	0.240
575.5	0.271
576.0	0.255
576.5	0.231
577.0	0.211
577.5	0.190
578.0	0.161
578.5	0.141
579.0	0.123
579.5	0.159
580.0	0.204
580.5	0.242
581.0	0.256
581.5	0.299
582.0	0.299
582.5	0.304
583.0	0.281
583.5	0.252
584.0	0.232
584.5	0.235
585.0	0.249
585.5	0.250
586.0	0.258
586.5	0.275
587.0	0.271
587.5	0.258
588.0	0.263
588.5	0.260
589.0	0.254
589.5	0.287
590.0	0.308
590.5	0.323
591.0	0.351
591.5	0.322
592.0	0.268
592.5	0.241
593.0	0.217
593.5	0.219
594.0	0.223
594.5	0.238
595.0	0.228
595.5	0.271
596.0	0.300
596.5	0.269
597.0	0.215
597.5	0.190
598.0	0.159
598.5	0.161
599.0	0.163
599.5	0.133
600.0	0.123
600.5	0.158
601.0	0.160
601.5	0.170
602.0	0.188
602.5	0.209
603.0	0.272
603.5	0.335
604.0	0.323
604.5	0.303
605.0	0.288
605.5	0.263
606.0	0.233
606.5	0.264
607.0	0.316
607.5	0.362
608.0	0.427
608.5	0.435
609.0	0.386
609.5	0.376
610.0	0.358
610.5	0.348
611.0	0.314
611.5	0.326
612.0	0.327
612.5	0.323
613.0	0.324
613.5	0.296
614.0	0.228
614.5	0.194
615.0	0.162
615.5	0.173
616.0	0.156
616.5	0.218
617.0	0.261
617.5	0.313
618.0	0.362
618.5	0.388
619.0	0.363
619.5	0.335
620.0	0.333
620.5	0.317
621.0	0.282
621.5	0.271
622.0	0.249
622.5	0.206
623.0	0.179
623.5	0.167
624.0	0.182
624.5	0.216
625.0	0.254
625.5	0.254
626.0	0.202
626.5	0.174
627.0	0.142
627.5	0.136
628.0	0.130
628.5	0.163
629.0	0.192
629.5	0.198
630.0	0.200
630.5	0.194
631.0	0.189
631.5	0.209
632.0	0.232
632.5	0.286
633.0	0.351
633.5	0.407
634.0	0.411
634.5	0.391
635.0	0.368
635.5	0.332
636.0	0.303
636.5	0.252
637.0	0.204
637.5	0.177
638.0	0.188
638.5	0.141
639.0	0.083
639.5	0.067
640.0	0.059
640.5	0.081
641.0	0.132
641.5	0.184
642.0	0.258
642.5	0.310
643.0	0.362
643.5	0.371
644.0	0.346
644.5	0.337
645.0	0.342
645.5	0.331
646.0	0.279
646.5	0.277
647.0	0.290
647.5	0.266
648.0	0.240
648.5	0.246
649.0	0.247
649.5	0.248
650.0	0.268
650.5	0.317
651.0	0.296
651.5	0.357
652.0	0.390
652.5	0.367
653.0	0.319
653.5	0.281
654.0	0.248
654.5	0.202
655.0	0.169
655.5	0.189
656.0	0.173
656.5	0.190
657.0	0.159
657.5	0.117
658.0	0.115
658.5	0.110
659.0	0.126
659.5	0.164
660.0	0.208
660.5	0.294
661.0	0.339
661.5	0.382
662.0	0.414
662.5	0.419
663.0	0.436
663.5	0.447
664.0	0.434
664.5	0.439
665.0	0.406
665.5	0.353
666.0	0.260
666.5	0.228
667.0	0.206
667.5	0.128
668.0	0.135
668.5	0.209
669.0	0.233
669.5	0.288
670.0	0.341
670.5	0.361
671.0	0.377
671.5	0.404
672.0	0.370
672.5	0.368
673.0	0.383
673.5	0.336
674.0	0.269
674.5	0.229
675.0	0.205
675.5	0.231
676.0	0.243
676.5	0.267
677.0	0.290
677.5	0.347
678.0	0.336
678.5	0.282
679.0	0.289
679.5	0.298
680.0	0.296
680.5	0.301
681.0	0.286
681.5	0.263
682.0	0.247
682.5	0.247
683.0	0.240
683.5	0.262
684.0	0.339
684.5	0.408
685.0	0.425
685.5	0.390
686.0	0.394
686.5	0.373
687.0	0.357
687.5	0.363
688.0	0.285
688.5	0.284
689.0	0.284
689.5	0.265
690.0	0.255
690.5	0.231
691.0	0.258
691.5	0.310
692.0	0.331
692.5	0.333
693.0	0.339
693.5	0.353
694.0	0.373
694.5	0.362
695.0	0.330
695.5	0.239
696.0	0.221
696.5	0.205
697.0	0.181
697.5	0.164
698.0	0.205
698.5	0.229
699.0	0.277
699.5	0.304
700.0	0.315
700.5	0.324
701.0	0.374
701.5	0.420
702.0	0.463
702.5	0.384
703.0	0.291
703.5	0.203
704.0	0.116
704.5	0.034
705.0	-0.003
705.5	0.068
706.0	0.184
706.5	0.295
707.0	0.405
707.5	0.394
708.0	0.405
708.5	0.410
709.0	0.389
709.5	0.365
710.0	0.343
710.5	0.415
711.0	0.397
711.5	0.343
712.0	0.314
712.5	0.259
713.0	0.246
713.5	0.236
714.0	0.203
714.5	0.172
715.0	0.142
715.5	0.162
716.0	0.128
716.5	0.101
717.0	0.158
717.5	0.193
718.0	0.218
718.5	0.271
719.0	0.302
719.5	0.315
720.0	0.288
720.5	0.278
721.0	0.220
721.5	0.178
722.0	0.184
722.5	0.193
723.0	0.174
723.5	0.203
724.0	0.233
724.5	0.276
725.0	0.265
725.5	0.271
726.0	0.256
726.5	0.256
727.0	0.335
727.5	0.436
728.0	0.453
728.5	0.418
729.0	0.365
729.5	0.327
730.0	0.261
730.5	0.226
731.0	0.154
731.5	0.075
732.0	0.149
732.5	0.185
733.0	0.211
733.5	0.208
734.0	0.215
734.5	0.191
735.0	0.199
735.5	0.195
736.0	0.116
736.5	0.103
737.0	0.155
737.5	0.175
738.0	0.230
738.5	0.262
739.0	0.259
739.5	0.239
740.0	0.242
740.5	0.206
741.0	0.154
741.5	0.199
742.0	0.214
742.5	0.219
743.0	0.233
743.5	0.289
744.0	0.274
744.5	0.282
745.0	0.292
745.5	0.285
746.0	0.233
746.5	0.198
747.0	0.180
747.5	0.224
748.0	0.239
748.5	0.261
749.0	0.272
749.5	0.245
750.0	0.207
750.5	0.210
751.0	0.217
751.5	0.252
752.0	0.300
752.5	0.398
753.0	0.386
753.5	0.319
754.0	0.271
754.5	0.126
755.0	0.061
755.5	0.097
756.0	0.176
756.5	0.252
757.0	0.382
757.5	0.508
758.0	0.554
758.5	0.561
759.0	0.521
759.5	0.400
760.0	0.316
760.5	0.200
761.0	0.099
761.5	0.012
762.0	0.024
762.5	-0.006
763.0	-0.006
763.5	0.062
764.0	0.092
764.5	0.048
765.0	0.003
765.5	-0.059
766.0	-0.060
766.5	-0.044
767.0	-0.013
767.5	-0.002
768.0	0.050
768.5	0.160
769.0	0.249
769.5	0.295
770.0	0.284
770.5	0.267
771.0	0.329
771.5	0.285
772.0	0.270
772.5	0.321
773.0	0.364
773.5	0.398
774.0	0.472
774.5	0.493
775.0	0.499
775.5	0.536
776.0	0.502
776.5	0.444
777.0	0.483
777.5	0.492
778.0	0.430
778.5	0.357
779.0	0.258
779.5	0.169
780.0	0.155
780.5	0.167
781.0	0.123
781.5	0.233
782.0	0.283
782.5	0.331
783.0	0.369
783.5	0.395
784.0	0.385
784.5	0.375
785.0	0.359
785.5	0.320
786.0	0.318
786.5	0.318
787.0	0.283
787.5	0.262
788.0	0.240
788.5	0.216
789.0	0.182
789.5	0.085
790.0	0.064
790.5	0.071
791.0	0.044
791.5	0.040
792.0	0.112
792.5	0.194
793.0	0.365
793.5	0.486
794.0	0.617
794.5	0.694
795.0	0.679
795.5	0.599
796.0	0.387
796.5	0.240
797.0	0.160
797.5	0.075
798.0	0.129
798.5	0.230
799.0	0.326
799.5	0.386
800.0	0.339
800.5	0.277
801.0	0.146
801.5	-0.011
802.0	0.002
802.5	-0.013
803.0	0.127
803.5	0.249
804.0	0.354
804.5	0.601
805.0	0.749
805.5	0.738
806.0	0.626
806.5	0.396
807.0	0.341
807.5	0.250
808.0	0.223
808.5	0.187
809.0	0.247
809.5	0.442
810.0	0.494
810.5	0.466
811.0	0.362
811.5	0.231
812.0	0.207
812.5	0.156
813.0	0.058
813.5	0.010
814.0	0.046
814.5	0.118
815.0	0.103
815.5	0.167
816.0	0.269
816.5	0.280
817.0	0.227
817.5	0.092
818.0	-0.002
818.5	0.027
819.0	0.097
819.5	0.151
820.0	0.261
820.5	0.408
821.0	0.537
821.5	0.507
822.0	0.487
822.5	0.444
823.0	0.439
823.5	0.432
824.0	0.384
824.5	0.356
825.0	0.338
825.5	0.334
826.0	0.344
826.5	0.343
827.0	0.360
827.5	0.346
828.0	0.340
828.5	0.375
829.0	0.412
829.5	0.439
830.0	0.470
830.5	0.508
831.0	0.528
831.5	0.564
832.0	0.515
832.5	0.425
833.0	0.320
833.5	0.277
834.0	0.281
834.5	0.289
835.0	0.265
835.5	0.299
836.0	0.374
836.5	0.489
837.0	0.498
837.5	0.418
838.0	0.294
838.5	0.220
839.0	0.213
839.5	0.165
840.0	0.072
840.5	0.010
841.0	0.051
841.5	0.060
842.0	0.063
842.5	0.140
843.0	0.115
843.5	0.202
844.0	0.237
844.5	0.203
845.0	0.233
845.5	0.164
846.0	0.085
846.5	-0.109
847.0	-0.159
847.5	0.045
848.0	0.005
848.5	0.027
849.0	-0.003
849.5	0.125
850.0	0.283


Sample  b6 1
3/1/2023 4:13 PM
Wavelength (nm)	10mm Absorbance
//WLCalib: Shift 	0.02000	
//WLCalib: 261S 	-0.34000	
//WLCalib: 362S 	-0.41000	
//WLCalib: 484S 	-0.30000	
//WLCalib: 529S 	-0.12000	
//WLCalib: 823S 	-0.33000	
//QSpecEnd: 
190.0	12.195
190.5	12.326
191.0	12.481
191.5	12.685
192.0	12.794
192.5	12.684
193.0	12.578
193.5	12.475
194.0	12.519
194.5	12.712
195.0	12.961
195.5	13.093
196.0	13.292
196.5	13.445
197.0	13.531
197.5	13.598
198.0	13.493
198.5	13.564
199.0	13.728
199.5	13.777
200.0	13.847
200.5	13.797
201.0	13.956
201.5	14.030
202.0	14.178
202.5	14.270
203.0	14.349
203.5	14.382
204.0	14.236
204.5	14.141
205.0	14.117
205.5	13.986
206.0	13.887
206.5	13.816
207.0	13.660
207.5	13.433
208.0	13.262
208.5	13.100
209.0	12.936
209.5	12.848
210.0	12.689
210.5	12.516
211.0	12.305
211.5	12.108
212.0	11.853
212.5	11.689
213.0	11.639
213.5	11.557
214.0	11.327
214.5	10.960
215.0	10.656
215.5	10.264
216.0	9.800
216.5	9.402
217.0	9.091
217.5	8.862
218.0	8.749
218.5	8.564
219.0	8.368
219.5	8.100
220.0	7.982
220.5	7.810
221.0	7.585
221.5	7.424
222.0	7.259
222.5	7.071
223.0	6.935
223.5	6.713
224.0	6.455
224.5	6.150
225.0	5.930
225.5	5.740
226.0	5.544
226.5	5.353
227.0	5.176
227.5	4.994
228.0	4.901
228.5	4.781
229.0	4.671
229.5	4.559
230.0	4.477
230.5	4.431
231.0	4.381
231.5	4.326
232.0	4.261
232.5	4.179
233.0	4.134
233.5	4.089
234.0	4.036
234.5	4.004
235.0	3.972
235.5	3.952
236.0	3.944
236.5	3.912
237.0	3.846
237.5	3.803
238.0	3.778
238.5	3.747
239.0	3.730
239.5	3.742
240.0	3.709
240.5	3.675
241.0	3.649
241.5	3.579
242.0	3.564
242.5	3.540
243.0	3.546
243.5	3.564
244.0	3.612
244.5	3.651
245.0	3.631
245.5	3.619
246.0	3.603
246.5	3.575
247.0	3.534
247.5	3.489
248.0	3.500
248.5	3.522
249.0	3.553
249.5	3.570
250.0	3.601
250.5	3.628
251.0	3.620
251.5	3.624
252.0	3.611
252.5	3.638
253.0	3.671
253.5	3.742
254.0	3.800
254.5	3.825
255.0	3.888
255.5	3.915
256.0	3.903
256.5	3.919
257.0	3.913
257.5	3.917
258.0	3.895
258.5	3.904
259.0	3.860
259.5	3.764
260.0	3.750
260.5	3.759
261.0	3.762
261.5	3.835
262.0	3.927
262.5	3.979
263.0	4.013
263.5	4.019
264.0	3.992
264.5	3.958
265.0	3.953
265.5	3.910
266.0	3.889
266.5	3.911
267.0	3.904
267.5	3.887
268.0	3.918
268.5	3.901
269.0	3.921
269.5	3.953
270.0	3.945
270.5	3.883
271.0	3.845
271.5	3.809
272.0	3.757
272.5	3.759
273.0	3.774
273.5	3.793
274.0	3.812
274.5	3.826
275.0	3.846
275.5	3.794
276.0	3.773
276.5	3.745
277.0	3.695
277.5	3.656
278.0	3.664
278.5	3.682
279.0	3.653
279.5	3.640
280.0	3.616
280.5	3.554
281.0	3.540
281.5	3.491
282.0	3.458
282.5	3.433
283.0	3.451
283.5	3.457
284.0	3.458
284.5	3.450
285.0	3.421
285.5	3.386
286.0	3.373
286.5	3.348
287.0	3.373
287.5	3.375
288.0	3.378
288.5	3.393
289.0	3.382
289.5	3.331
290.0	3.294
290.5	3.232
291.0	3.223
291.5	3.209
292.0	3.253
292.5	3.252
293.0	3.262
293.5	3.263
294.0	3.214
294.5	3.134
295.0	3.115
295.5	3.086
296.0	3.083
296.5	3.036
297.0	3.033
297.5	3.012
298.0	2.992
298.5	2.945
299.0	2.915
299.5	2.914
300.0	2.928
300.5	2.955
301.0	2.949
301.5	2.929
302.0	2.946
302.5	2.965
303.0	2.945
303.5	2.942
304.0	2.976
304.5	2.981
305.0	2.961
305.5	2.953
306.0	2.901
306.5	2.871
307.0	2.855
307.5	2.859
308.0	2.836
308.5	2.857
309.0	2.839
309.5	2.770
310.0	2.745
310.5	2.709
311.0	2.670
311.5	2.668
312.0	2.657
312.5	2.675
313.0	2.674
313.5	2.680
314.0	2.654
314.5	2.616
315.0	2.622
315.5	2.629
316.0	2.635
316.5	2.648
317.0	2.643
317.5	2.643
318.0	2.667
318.5	2.657
319.0	2.657
319.5	2.633
320.0	2.618
320.5	2.602
321.0	2.558
321.5	2.560
322.0	2.552
322.5	2.525
323.0	2.545
323.5	2.483
324.0	2.494
324.5	2.480
325.0	2.483
325.5	2.449
326.0	2.369
326.5	2.376
327.0	2.394
327.5	2.373
328.0	2.413
328.5	2.369
329.0	2.390
329.5	2.393
330.0	2.406
330.5	2.412
331.0	2.363
331.5	2.344
332.0	2.375
332.5	2.351
333.0	2.350
333.5	2.295
334.0	2.267
334.5	2.218
335.0	2.205
335.5	2.247
336.0	2.234
336.5	2.222
337.0	2.273
337.5	2.259
338.0	2.224
338.5	2.226
339.0	2.246
339.5	2.242
340.0	2.254
340.5	2.269
341.0	2.241
341.5	2.246
342.0	2.288
342.5	2.292
343.0	2.243
343.5	2.241
344.0	2.198
344.5	2.118
345.0	2.024
345.5	1.948
346.0	1.902
346.5	1.938
347.0	2.008
347.5	2.046
348.0	2.041
348.5	2.036
349.0	2.004
349.5	1.976
350.0	1.963
350.5	1.963
351.0	1.976
351.5	2.015
352.0	2.036
352.5	2.032
353.0	1.969
353.5	1.928
354.0	1.915
354.5	1.910
355.0	1.902
355.5	1.925
356.0	1.937
356.5	1.925
357.0	1.916
357.5	1.905
358.0	1.879
358.5	1.843
359.0	1.800
359.5	1.772
360.0	1.761
360.5	1.773
361.0	1.750
361.5	1.697
362.0	1.686
362.5	1.661
363.0	1.657
363.5	1.667
364.0	1.679
364.5	1.692
365.0	1.726
365.5	1.794
366.0	1.853
366.5	1.879
367.0	1.926
367.5	1.919
368.0	1.907
368.5	1.914
369.0	1.902
369.5	1.860
370.0	1.849
370.5	1.852
371.0	1.837
371.5	1.820
372.0	1.830
372.5	1.808
373.0	1.760
373.5	1.730
374.0	1.741
374.5	1.704
375.0	1.736
375.5	1.727
376.0	1.724
376.5	1.696
377.0	1.684
377.5	1.673
378.0	1.621
378.5	1.618
379.0	1.610
379.5	1.577
380.0	1.619
380.5	1.634
381.0	1.644
381.5	1.621
382.0	1.603
382.5	1.577
383.0	1.569
383.5	1.594
384.0	1.574
384.5	1.564
385.0	1.571
385.5	1.604
386.0	1.639
386.5	1.606
387.0	1.586
387.5	1.575
388.0	1.592
388.5	1.582
389.0	1.585
389.5	1.576
390.0	1.549
390.5	1.573
391.0	1.610
391.5	1.552
392.0	1.509
392.5	1.496
393.0	1.491
393.5	1.484
394.0	1.478
394.5	1.454
395.0	1.451
395.5	1.463
396.0	1.491
396.5	1.453
397.0	1.449
397.5	1.468
398.0	1.451
398.5	1.455
399.0	1.454
399.5	1.466
400.0	1.479
400.5	1.472
401.0	1.474
401.5	1.446
402.0	1.457
402.5	1.431
403.0	1.398
403.5	1.378
404.0	1.362
404.5	1.353
405.0	1.321
405.5	1.314
406.0	1.327
406.5	1.324
407.0	1.343
407.5	1.368
408.0	1.392
408.5	1.400
409.0	1.415
409.5	1.398
410.0	1.387
410.5	1.399
411.0	1.408
411.5	1.376
412.0	1.351
412.5	1.361
413.0	1.371
413.5	1.382
414.0	1.377
414.5	1.364
415.0	1.355
415.5	1.365
416.0	1.322
416.5	1.273
417.0	1.231
417.5	1.237
418.0	1.233
418.5	1.200
419.0	1.183
419.5	1.195
420.0	1.209
420.5	1.231
421.0	1.222
421.5	1.218
422.0	1.204
422.5	1.188
423.0	1.144
423.5	1.131
424.0	1.133
424.5	1.147
425.0	1.151
425.5	1.165
426.0	1.157
426.5	1.171
427.0	1.177
427.5	1.175
428.0	1.198
428.5	1.260
429.0	1.262
429.5	1.258
430.0	1.249
430.5	1.225
431.0	1.206
431.5	1.194
432.0	1.183
432.5	1.149
433.0	1.139
433.5	1.150
434.0	1.126
434.5	1.105
435.0	1.110
435.5	1.113
436.0	1.150
436.5	1.168
437.0	1.185
437.5	1.174
438.0	1.166
438.5	1.172
439.0	1.155
439.5	1.140
440.0	1.130
440.5	1.120
441.0	1.127
441.5	1.118
442.0	1.097
442.5	1.073
443.0	1.047
443.5	1.047
444.0	1.066
444.5	1.072
445.0	1.068
445.5	1.067
446.0	1.062
446.5	1.041
447.0	1.012
447.5	0.996
448.0	0.980
448.5	1.004
449.0	1.039
449.5	1.039
450.0	1.050
450.5	1.065
451.0	1.079
451.5	1.066
452.0	1.077
452.5	1.098
453.0	1.100
453.5	1.088
454.0	1.069
454.5	1.047
455.0	1.028
455.5	1.013
456.0	1.028
456.5	1.044
457.0	1.074
457.5	1.092
458.0	1.088
458.5	1.066
459.0	1.044
459.5	1.046
460.0	1.028
460.5	1.023
461.0	1.029
461.5	1.039
462.0	1.048
462.5	1.057
463.0	1.048
463.5	1.045
464.0	1.039
464.5	1.044
465.0	1.049
465.5	1.071
466.0	1.072
466.5	1.096
467.0	1.111
467.5	1.109
468.0	1.111
468.5	1.078
469.0	1.035
469.5	1.001
470.0	0.988
470.5	0.996
471.0	1.008
471.5	1.059
472.0	1.062
472.5	1.066
473.0	1.079
473.5	1.065
474.0	1.056
474.5	1.041
475.0	1.037
475.5	1.058
476.0	1.076
476.5	1.081
477.0	1.074
477.5	1.049
478.0	1.064
478.5	1.077
479.0	1.084
479.5	1.057
480.0	1.066
480.5	1.075
481.0	1.070
481.5	1.038
482.0	1.020
482.5	1.000
483.0	0.990
483.5	0.973
484.0	0.944
484.5	0.896
485.0	0.862
485.5	0.849
486.0	0.835
486.5	0.806
487.0	0.800
487.5	0.799
488.0	0.805
488.5	0.848
489.0	0.865
489.5	0.873
490.0	0.864
490.5	0.869
491.0	0.893
491.5	0.889
492.0	0.910
492.5	0.929
493.0	0.956
493.5	0.990
494.0	0.996
494.5	1.007
495.0	0.976
495.5	0.966
496.0	0.964
496.5	0.969
497.0	0.992
497.5	1.009
498.0	1.026
498.5	1.009
499.0	1.017
499.5	1.005
500.0	0.944
500.5	0.909
501.0	0.901
501.5	0.911
502.0	0.944
502.5	0.962
503.0	0.986
503.5	0.980
504.0	0.981
504.5	0.966
505.0	0.939
505.5	0.923
506.0	0.922
506.5	0.898
507.0	0.881
507.5	0.878
508.0	0.891
508.5	0.898
509.0	0.899
509.5	0.913
510.0	0.936
510.5	0.944
511.0	0.931
511.5	0.910
512.0	0.907
512.5	0.920
513.0	0.922
513.5	0.944
514.0	0.962
514.5	0.995
515.0	1.009
515.5	1.002
516.0	0.967
516.5	0.958
517.0	0.955
517.5	0.910
518.0	0.861
518.5	0.835
519.0	0.811
519.5	0.839
520.0	0.842
520.5	0.856
521.0	0.890
521.5	0.945
522.0	0.986
522.5	0.994
523.0	1.013
523.5	0.983
524.0	0.960
524.5	0.942
525.0	0.883
525.5	0.876
526.0	0.872
526.5	0.886
527.0	0.877
527.5	0.882
528.0	0.882
528.5	0.850
529.0	0.827
529.5	0.793
530.0	0.756
530.5	0.792
531.0	0.815
531.5	0.832
532.0	0.824
532.5	0.820
533.0	0.829
533.5	0.826
534.0	0.819
534.5	0.803
535.0	0.784
535.5	0.785
536.0	0.795
536.5	0.758
537.0	0.713
537.5	0.726
538.0	0.762
538.5	0.809
539.0	0.846
539.5	0.857
540.0	0.827
540.5	0.815
541.0	0.813
541.5	0.746
542.0	0.713
542.5	0.728
543.0	0.756
543.5	0.809
544.0	0.857
544.5	0.857
545.0	0.822
545.5	0.810
546.0	0.818
546.5	0.821
547.0	0.813
547.5	0.813
548.0	0.848
548.5	0.882
549.0	0.905
549.5	0.889
550.0	0.886
550.5	0.908
551.0	0.896
551.5	0.875
552.0	0.835
552.5	0.800
553.0	0.788
553.5	0.768
554.0	0.773
554.5	0.767
555.0	0.808
555.5	0.807
556.0	0.781
556.5	0.783
557.0	0.833
557.5	0.849
558.0	0.892
558.5	0.895
559.0	0.896
559.5	0.864
560.0	0.822
560.5	0.740
561.0	0.696
561.5	0.678
562.0	0.700
562.5	0.677
563.0	0.749
563.5	0.748
564.0	0.772
564.5	0.777
565.0	0.789
565.5	0.804
566.0	0.827
566.5	0.831
567.0	0.801
567.5	0.762
568.0	0.757
568.5	0.742
569.0	0.739
569.5	0.733
570.0	0.766
570.5	0.805
571.0	0.793
571.5	0.785
572.0	0.783
572.5	0.816
573.0	0.817
573.5	0.811
574.0	0.806
574.5	0.787
575.0	0.779
575.5	0.739
576.0	0.683
576.5	0.686
577.0	0.717
577.5	0.754
578.0	0.764
578.5	0.715
579.0	0.733
579.5	0.750
580.0	0.769
580.5	0.775
581.0	0.800
581.5	0.821
582.0	0.817
582.5	0.823
583.0	0.809
583.5	0.776
584.0	0.794
584.5	0.846
585.0	0.878
585.5	0.915
586.0	0.915
586.5	0.891
587.0	0.852
587.5	0.833
588.0	0.836
588.5	0.844
589.0	0.828
589.5	0.883
590.0	0.918
590.5	0.954
591.0	0.950
591.5	0.891
592.0	0.813
592.5	0.760
593.0	0.699
593.5	0.674
594.0	0.649
594.5	0.663
595.0	0.671
595.5	0.718
596.0	0.725
596.5	0.710
597.0	0.672
597.5	0.662
598.0	0.643
598.5	0.659
599.0	0.653
599.5	0.636
600.0	0.667
600.5	0.714
601.0	0.703
601.5	0.743
602.0	0.746
602.5	0.746
603.0	0.759
603.5	0.779
604.0	0.715
604.5	0.650
605.0	0.629
605.5	0.610
606.0	0.603
606.5	0.644
607.0	0.694
607.5	0.720
608.0	0.770
608.5	0.811
609.0	0.812
609.5	0.778
610.0	0.752
610.5	0.747
611.0	0.753
611.5	0.760
612.0	0.786
612.5	0.782
613.0	0.787
613.5	0.786
614.0	0.743
614.5	0.693
615.0	0.637
615.5	0.657
616.0	0.655
616.5	0.698
617.0	0.725
617.5	0.763
618.0	0.796
618.5	0.818
619.0	0.780
619.5	0.775
620.0	0.751
620.5	0.738
621.0	0.718
621.5	0.715
622.0	0.720
622.5	0.714
623.0	0.724
623.5	0.720
624.0	0.712
624.5	0.712
625.0	0.704
625.5	0.675
626.0	0.644
626.5	0.641
627.0	0.647
627.5	0.643
628.0	0.646
628.5	0.590
629.0	0.571
629.5	0.541
630.0	0.542
630.5	0.561
631.0	0.595
631.5	0.632
632.0	0.654
632.5	0.709
633.0	0.761
633.5	0.757
634.0	0.755
634.5	0.723
635.0	0.701
635.5	0.700
636.0	0.697
636.5	0.652
637.0	0.562
637.5	0.561
638.0	0.594
638.5	0.599
639.0	0.599
639.5	0.596
640.0	0.602
640.5	0.633
641.0	0.664
641.5	0.645
642.0	0.620
642.5	0.640
643.0	0.709
643.5	0.745
644.0	0.772
644.5	0.762
645.0	0.761
645.5	0.734
646.0	0.672
646.5	0.647
647.0	0.659
647.5	0.678
648.0	0.711
648.5	0.727
649.0	0.737
649.5	0.712
650.0	0.650
650.5	0.641
651.0	0.614
651.5	0.680
652.0	0.744
652.5	0.756
653.0	0.760
653.5	0.773
654.0	0.738
654.5	0.706
655.0	0.652
655.5	0.656
656.0	0.646
656.5	0.645
657.0	0.622
657.5	0.591
658.0	0.585
658.5	0.594
659.0	0.606
659.5	0.646
660.0	0.665
660.5	0.718
661.0	0.747
661.5	0.782
662.0	0.857
662.5	0.873
663.0	0.888
663.5	0.912
664.0	0.912
664.5	0.895
665.0	0.835
665.5	0.801
666.0	0.745
666.5	0.710
667.0	0.698
667.5	0.594
668.0	0.547
668.5	0.551
669.0	0.540
669.5	0.577
670.0	0.604
670.5	0.660
671.0	0.706
671.5	0.738
672.0	0.755
672.5	0.749
673.0	0.736
673.5	0.657
674.0	0.585
674.5	0.539
675.0	0.530
675.5	0.561
676.0	0.592
676.5	0.638
677.0	0.699
677.5	0.774
678.0	0.789
678.5	0.717
679.0	0.712
679.5	0.707
680.0	0.706
680.5	0.725
681.0	0.713
681.5	0.702
682.0	0.686
682.5	0.677
683.0	0.638
683.5	0.578
684.0	0.593
684.5	0.609
685.0	0.616
685.5	0.606
686.0	0.611
686.5	0.620
687.0	0.625
687.5	0.615
688.0	0.560
688.5	0.549
689.0	0.552
689.5	0.591
690.0	0.653
690.5	0.685
691.0	0.725
691.5	0.763
692.0	0.770
692.5	0.799
693.0	0.802
693.5	0.793
694.0	0.794
694.5	0.786
695.0	0.784
695.5	0.744
696.0	0.724
696.5	0.650
697.0	0.573
697.5	0.557
698.0	0.512
698.5	0.499
699.0	0.508
699.5	0.467
700.0	0.474
700.5	0.466
701.0	0.490
701.5	0.499
702.0	0.544
702.5	0.570
703.0	0.556
703.5	0.558
704.0	0.512
704.5	0.467
705.0	0.457
705.5	0.469
706.0	0.542
706.5	0.602
707.0	0.680
707.5	0.697
708.0	0.687
708.5	0.657
709.0	0.638
709.5	0.625
710.0	0.608
710.5	0.632
711.0	0.631
711.5	0.602
712.0	0.582
712.5	0.565
713.0	0.560
713.5	0.547
714.0	0.538
714.5	0.501
715.0	0.507
715.5	0.526
716.0	0.524
716.5	0.519
717.0	0.528
717.5	0.575
718.0	0.597
718.5	0.618
719.0	0.634
719.5	0.625
720.0	0.617
720.5	0.604
721.0	0.562
721.5	0.530
722.0	0.537
722.5	0.566
723.0	0.558
